pathway	compound	inchikey
map01100	C00631	GXIURPTVHJPJLF-UWTATZPHSA-N
map01100	C00632	WJXSWCUQABXPFS-UHFFFAOYSA-N
map01100	C00633	RGHHSNMVTDWUBI-UHFFFAOYSA-N
map01100	C00634	
map01100	C00636	HXXFSFRBOHSIMQ-RWOPYEJCSA-N
map01100	C00637	WHOOUMGHGSPMGR-UHFFFAOYSA-N
map01100	C00639	PXGPLTODNUVGFL-YNNPMVKQSA-N
map01100	C00641	
map01100	C00642	XQXPVVBIMDBYFF-UHFFFAOYSA-N
map01100	C00643	LDCYZAJDBXYCGN-VIFPVBQESA-N
map01100	C00644	GACTWZZMVMUKNG-KVTDHHQDSA-N
map01100	C00645	OVRNDRQMDRJTHS-ZTVVOAFPSA-N
map01100	C00647	ZMJGSOSNSPKHNH-UHFFFAOYSA-N
map01100	C00652	CUOKHACJLGPRHD-JJYYJPOSSA-N
map01100	C00655	DCTLYFZHFGENCW-UUOKFMHZSA-N
map01100	C00664	YCWUVLPMLLBDCU-STQMWFEESA-N
map01100	C00665	YXWOAJXNVLXPMU-ZXXMMSQZSA-N
map01100	C00666	GMKMEZVLHJARHF-WHFBIAKZSA-N
map01100	C00668	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
map01100	C00669	RITKHVBHSGLULN-WHFBIAKZSA-N
map01100	C00671	JVQYSWDUAOAHFM-BYPYZUCNSA-N
map01100	C00672	KBDKAJNTYKVSEK-VPENINKCSA-N
map01100	C00673	KKZFLSZAWCYPOC-PYHARJCCSA-N
map01100	C00674	RAJWOBJTTGJROA-WZNAKSSCSA-N
map01100	C00679	QUURPCHWPQNNGL-ZAFYKAAXSA-N
map01100	C00680	GMKMEZVLHJARHF-SYDPRGILSA-N
map01100	C00681	
map01100	C00682	KGLCZTRXNNGESL-REDYYMJGSA-N
map01100	C00683	MZFOKIKEPGUZEN-IBNUZSNCSA-N
map01100	C00684	UQIGQRSJIKIPKZ-GSVOUGTGSA-N
map01100	C00685	
map01100	C00688	PSXWNITXWWECNY-LPVGZGSHSA-N
map01100	C00689	LABSPYBHMPDTEL-LIZSDCNHSA-N
map01100	C00691	VYEGBDHSGHXOGT-HYFGLKJPSA-N
map01100	C00692	OJZCATPXPWFLHF-HPUCEMLMSA-N
map01100	C00693	
map01100	C00695	BHQCQFFYRZLCQQ-OELDTZBJSA-N
map01100	C00696	BHMBVRSPMRCCGG-OUTUXVNYSA-N
map01100	C00697	IJGRMHOSHXDMSA-UHFFFAOYSA-N
map01100	C00700	CAEFEWVYEZABLA-UUOKFMHZSA-N
map01100	C00705	FTDHDKPUHBLBTL-SHYZEUOFSA-N
map01100	C00714	
map01100	C00718	
map01100	C00719	KWIUHFFTVRNATP-UHFFFAOYSA-N
map01100	C00721	
map01100	C00726	
map01100	C00729	CYHOMWAPJJPNMW-UHFFFAOYSA-N
map01100	C00734	RQFQJYYMBWVMQG-IXDPLRRUSA-N
map01100	C00735	JYGXADMDTFJGBT-VWUMJDOOSA-N
map01100	C00739	KDXKERNSBIXSRK-RXMQYKEDSA-N
map01100	C00740	MTCFGRXMJLQNBG-UWTATZPHSA-N
map01100	C00744	UFUYRGNJTFAODM-HQCAVAADSA-N
map01100	C00745	SNICXCGAKADSCV-JTQLQIEISA-N
map01100	C00748	DLKSSIHHLYNIKN-QIISWYHFSA-L
map01100	C00750	PFNFFQXMRSDOHW-UHFFFAOYSA-N
map01100	C00751	YYGNTYWPHWGJRM-AAJYLUCBSA-N
map01100	C00755	MWOOGOJBHIARFG-UHFFFAOYSA-N
map01100	C00760	
map01100	C00762	MFYSYFVPBJMHGN-ZPOLXVRWSA-N
map01100	C00763	ONIBWKKTOPOVIA-SCSAIBSYSA-N
map01100	C00774	VGEREEWJJVICBM-UHFFFAOYSA-N
map01100	C00777	SHGAZHPCJJPHSC-YCNIQYBTSA-N
map01100	C00780	QZAYGJVTTNCVMB-UHFFFAOYSA-N
map01100	C00783	QQXLDOJGLXJCSE-UHFFFAOYNA-N
map01100	C00785	LOIYMIARKYCTBW-OWOJBTEDSA-N
map01100	C00786	WQCJOKYOIJVEFN-ZDUSSCGKSA-N
map01100	C00788	UCTWMZQNUQWSLP-VIFPVBQESA-N
map01100	C00789	DPJKHFICSGCNIR-HRENORGGSA-N
map01100	C00791	DDRJAANPRJIHGJ-UHFFFAOYSA-N
map01100	C00792	ODKSFYDXXFIFQN-SCSAIBSYSA-N
map01100	C00793	XUJNEKJLAYXESH-UWTATZPHSA-N
map01100	C00794	FBPFZTCFMRRESA-JGWLITMVSA-N
map01100	C00795	LKDRXBCSQODPBY-OEXCPVAWSA-N
map01100	C00798	SXMOKYXNAPLNCW-GORZOVPNSA-N
map01100	C00800	RGHNJXZEOKUKBD-QTBDOELSSA-N
map01100	C00802	UWBHMRBRLOJJAA-UHFFFAOYSA-N
map01100	C00804	UORVCLMRJXCDCP-UHFFFAOYSA-N
map01100	C00805	YGSDEFSMJLZEOE-UHFFFAOYSA-N
map01100	C00811	NGSWKAQJJWESNS-ZZXKWVIFSA-N
map01100	C00813	HNYOPLTXPVRDBG-UHFFFAOYSA-N
map01100	C00814	WUADCCWRTIWANL-UHFFFAOYSA-N
map01100	C00817	RGHNJXZEOKUKBD-AIHAYLRMSA-N
map01100	C00818	DSLZVSRJTYRBFB-LLEIAEIESA-N
map01100	C00819	ZDXPYRJPNDTMRX-GSVOUGTGSA-N
map01100	C00820	AYFVYJQAPQTCCC-STHAYSLISA-N
map01100	C00822	AHMIDUVKSGCHAU-LURJTMIESA-N
map01100	C00826	MIEILDYWGANZNH-DSQUFTABSA-N
map01100	C00827	VIWKEBOLLIEAIL-FBMOWMAESA-N
map01100	C00828	PTWSIIUEOFZCHW-NTCAYCPXSA-N
map01100	C00829	UFWIBTONFRDIAS-UHFFFAOYSA-N
map01100	C00831	ZNXZGRMVNNHPCA-VIFPVBQESA-N
map01100	C00835	VPVOXUSPXFPWBN-VKHMYHEASA-N
map01100	C00836	OTKJDMGTUTTYMP-ZWKOTPCHSA-N
map01100	C00842	YSYKRGRSMLTJNL-URARBOGNSA-N
map01100	C00844	ZKSZEJFBGODIJW-GMDXDWKASA-N
map01100	C00845	IIKOXWXMCPEVLL-DJVIHCHSSA-N
map01100	C00846	RTGHRDFWYQHVFW-UHFFFAOYSA-N
map01100	C00847	HXACOUQIXZGNBF-UHFFFAOYSA-N
map01100	C00853	OMAOKVYASDIYQG-FSANSEACSA-M
map01100	C00855	FFEARJCKVFRZRR-SCSAIBSYSA-N
map01100	C00857	SENPVEZBRZQVST-HISDBWNOSA-O
map01100	C00858	HKQYGTCOTHHOMP-UHFFFAOYSA-N
map01100	C00859	JLJLRLWOEMWYQK-OBDJNFEBSA-N
map01100	C00860	ZQISRDCJNBUVMM-YFKPBYRVSA-N
map01100	C00861	QZNPNKJXABGCRC-FUTKDDECSA-N
map01100	C00862	CKRUWFDORAQSRC-HDLCADABSA-N
map01100	C00864	GHOKWGTUZJEAQD-ZETCQYMHSA-N
map01100	C00876	GEHSZWRGPHDXJO-NALJQGANSA-N
map01100	C00877	KFWWCMJSYSSPSK-PAXLJYGASA-N
map01100	C00878	QXKAIJAYHKCRRA-JJYYJPOSSA-N
map01100	C00879	DSLZVSRJTYRBFB-DUHBMQHGSA-N
map01100	C00880	RGHNJXZEOKUKBD-MGCNEYSASA-N
map01100	C00881	CKTSBUTUHBMZGZ-SHYZEUOFSA-N
map01100	C00882	KDTSHFARGAKYJN-IBOSZNHHSA-N
map01100	C00884	CCLQKVKJOGVQLU-QMMMGPOBSA-N
map01100	C00885	NTGWPRCCOQCMGE-YUMQZZPRSA-N
map01100	C00887	GQPLMRYTRLFLPF-UHFFFAOYSA-N
map01100	C00894	POODSGUMUCVRTR-IEXPHMLFSA-N
map01100	C00898	FEWJPZIEWOKRBE-JCYAYHJZSA-N
map01100	C00899	FPIPGXGPPPQFEQ-IOUUIBBYSA-N
map01100	C00903	KJPRLNWUNMBNBZ-QPJJXVBHSA-N
map01100	C00905	PTCIWUZVDIQTOW-XDJBDKDSSA-N
map01100	C00909	UFPQIRYSPUYQHK-WAQVJNLQSA-N
map01100	C00916	HOKIDJSKDBPKTQ-GLXFQSAKSA-N
map01100	C00921	WBFYVDCHGVNRBH-UHFFFAOYSA-N
map01100	C00925	
map01100	C00927	CTNZOGJNVIFEBA-MOKAZRKYSA-N
map01100	C00931	QSHWIQZFGQKFMA-UHFFFAOYSA-N
map01100	C00935	DQQDLYVHOTZLOR-MGYZEILKSA-N
map01100	C00937	BSABBBMNWQWLLU-GSVOUGTGSA-N
map01100	C00940	COJBGNAUUSNXHX-UHFFFAOYSA-N
map01100	C00942	ZOOGRGPOEVQQDX-UUOKFMHZSA-N
map01100	C00944	WVMWZWGZRAXUBK-SYTVJDICSA-N
map01100	C00951	VOXZDWNPVJITMN-ZBRFXRBCSA-N
map01100	C00954	SEOVTRFCIGRIMH-UHFFFAOYSA-N
map01100	C00956	OYIFNHCXNCRBQI-BYPYZUCNSA-N
map01100	C00957	OJOLFAIGOXZBCI-UHFFFAOYSA-N
map01100	C00958	
map01100	C00961	UTSVPXMQSFGQTM-DCXZOGHSSA-N
map01100	C00963	
map01100	C00965	
map01100	C00966	PKVVTUWHANFMQC-UHFFFAOYSA-N
map01100	C00973	CKMNPXWFAZLBNK-QOFYEYOWSA-N
map01100	C00974	PADQINQHPQKXNL-LSDHHAIUSA-N
map01100	C00975	BZCOSCNPHJNQBP-OWOJBTEDSA-N
map01100	C00976	DNBSDUDYNPJVCN-ZXTXFPBHSA-N
map01100	C00978	MVAWJSIDNICKHF-UHFFFAOYSA-N
map01100	C00979	VZXPDPZARILFQX-BYPYZUCNSA-N
map01100	C00984	WQZGKKKJIJFFOK-PHYPRBDBSA-N
map01100	C00986	XFNJVJPLKCPIBV-UHFFFAOYSA-N
map01100	C00988	ASCFNMCAHFUBCO-UHFFFAOYSA-N
map01100	C00989	SJZRECIVHVDYJC-UHFFFAOYSA-N
map01100	C00990	OTIAVLWNTIXJDO-UHFFFAOYSA-N
map01100	C00992	YOZNUFWCRFCGIH-UVKKECPRSA-L
map01100	C00993	DEFJQIDDEAULHB-QWWZWVQMSA-N
map01100	C01001	RGBIJPWAWLXPOC-NBAFEDJBSA-N
map01100	C01005	BZQFBWGGLXLEPQ-REOHCLBHSA-N
map01100	C01007	SGSVWAYHEWEQET-SCRDCRAPSA-N
map01100	C01010	AVWRKZWQTYIKIY-UHFFFAOYSA-N
map01100	C01011	XYGOWHUIVNMEIA-XBVYHAPZSA-N
map01100	C01013	ALRHLSYJTWAHJZ-UHFFFAOYSA-N
map01100	C01019	SHZGCJCMOBCMKK-DHVFOXMCSA-N
map01100	C01020	BLHCMGRVFXRYRN-UHFFFAOYSA-N
map01100	C01024	WDFJYRZCZIUBPR-UHFFFAOYSA-N
map01100	C01026	FFDGPVCHZBVARC-UHFFFAOYSA-N
map01100	C01028	FZQOIMPLZAYIKU-YFKPBYRVSA-N
map01100	C01031	FHXAGOICBFGEBF-BQBZGAKWSA-N
map01100	C01033	LYNVNYDEQMMNMZ-XGXNYEOVSA-N
map01100	C01035	TUHVEAJXIMEOSA-UHFFFAOYSA-N
map01100	C01036	GACSIVHAIFQKTC-UPHRSURJSA-N
map01100	C01037	KCEGBPIYGIWCDH-UHFFFAOYNA-N
map01100	C01040	SXZYCXMUPBBULW-SKNVOMKLSA-N
map01100	C01041	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
map01100	C01042	OTCCIMWXFLJLIA-BYPYZUCNSA-N
map01100	C01043	SREKYKXYSQMOIB-UHFFFAOYSA-N
map01100	C01044	MQUUQXIFCBBFDP-VKHMYHEASA-N
map01100	C01045	ADZLWSMFHHHOBV-BYPYZUCNSA-N
map01100	C01046	XLBVNMSMFQMKEY-BYPYZUCNSA-N
map01100	C01050	NQBRVZNDBBMBLJ-MQTLHLSBSA-N
map01100	C01051	HUHWZXWWOFSFKF-UHFFFAOYSA-N
map01100	C01054	QYIMSPSDBYKPPY-RSKUXYSASA-N
map01100	C01056	ATRCOGLZUCICIV-VIFPVBQESA-N
map01100	C01059	CHGPEDOMXOLANF-UHFFFAOYSA-N
map01100	C01060	NYPYHUZRZVSYKL-ZETCQYMHSA-N
map01100	C01061	GACSIVHAIFQKTC-OWOJBTEDSA-N
map01100	C01063	LYCRXMTYUZDUGA-UYRKPTJQSA-N
map01100	C01068	VJDOAZKNBQCAGE-LMVFSUKVSA-N
map01100	C01077	FCXZBWSIAGGPCB-YFKPBYRVSA-N
map01100	C01079	UHSGPDMIQQYNAX-UHFFFAOYSA-N
map01100	C01080	IXPYGZIWHPPILV-NALJQGANSA-N
map01100	C01081	HZSAJDVWZRBGIF-UHFFFAOYSA-O
map01100	C01083	HDTRYLNUVZCQOY-LIZSDCNHSA-N
map01100	C01087	HWXBTNAVRSUOJR-GSVOUGTGSA-N
map01100	C01089	WHBMMWSBFZVSSR-GSVOUGTGSA-N
map01100	C01091	ZDKMPOJNYNVYLA-PEGGBQQISA-N
map01100	C01092	GUAHPAJOXVYFON-UHFFFAOYNA-N
map01100	C01094	RHKKZBWRNHGJEZ-VRPWFDPXSA-N
map01100	C01096	GACTWZZMVMUKNG-SLPGGIOYSA-N
map01100	C01097	BGWGXPAPYGQALX-OEXCPVAWSA-N
map01100	C01099	KNYGWWDTPGSEPD-LFRDXLMFSA-N
map01100	C01100	CWNDERHTHMWBSI-YFKPBYRVSA-N
map01100	C01101	FNZLKVNUWIIPSJ-CRCLSJGQSA-N
map01100	C01102	FXDNYOANAXWZHG-VKHMYHEASA-N
map01100	C01103	KYOBSHFOBAOFBF-XVFCMESISA-N
map01100	C01104	UYPYRKYUKCHHIB-UHFFFAOYSA-N
map01100	C01107	OKZYCXHTTZZYSK-ZCFIWIBFSA-N
map01100	C01110	BWHGMFYTDQEALD-UHFFFAOYSA-N
map01100	C01112	PPQRONHOSHZGFQ-WDCZJNDASA-N
map01100	C01113	NBSCHQHZLSJFNQ-SVZMEOIVSA-N
map01100	C01114	CUOKHACJLGPRHD-YVZJFKFKSA-N
map01100	C01115	SXZYCXMUPBBULW-NEEWWZBLSA-N
map01100	C01118	GNISQJGXJIDKDJ-YFKPBYRVSA-N
map01100	C01120	YHEDRJPUIRMZMP-ZWKOTPCHSA-N
map01100	C01124	HFSXHZZDNDGLQN-ZVIOFETBSA-N
map01100	C01127	WXSKVKPSMAHCSG-UHFFFAOYNA-N
map01100	C01131	KNYGWWDTPGSEPD-FUTKDDECSA-N
map01100	C01132	OVRNDRQMDRJTHS-KEWYIRBNSA-N
map01100	C01134	JDMUPRLRUUMCTL-VIFPVBQESA-N
map01100	C01137	ZUNBITIXDCPNSD-LSRJEVITSA-N
map01100	C01138	BWVNOTYEDMJNDA-TWBNDLJKSA-N
map01100	C01142	QKEWQOJCHPFEAF-YFKPBYRVSA-N
map01100	C01143	SIGQQUBJQXSAMW-ZCFIWIBFSA-N
map01100	C01144	QHHKKMYHDBRONY-VKBDFPRVSA-N
map01100	C01146	QWBAFPFNGRFSFB-UHFFFAOYNA-N
map01100	C01149	OITBLCDWXSXNCN-UHFFFAOYSA-N
map01100	C01151	AAAFZMYJJHWUPN-TXICZTDVSA-N
map01100	C01152	JDHILDINMRGULE-LURJTMIESA-N
map01100	C01157	PMMYEEVYMWASQN-DMTCNVIQSA-N
map01100	C01159	XOHUEYCVLUUEJJ-UWTATZPHSA-N
map01100	C01161	CFFZDZCDUFSOFZ-UHFFFAOYSA-N
map01100	C01163	KJOVGYUGXHIVAY-BXTBVDPRSA-N
map01100	C01164	UCTLRSWJYQTBFZ-DDPQNLDTSA-N
map01100	C01165	KABXUUFDPUOJMW-BYPYZUCNSA-N
map01100	C01168	MOBMOJGXNHLLIR-GBNDHIKLSA-N
map01100	C01170	LFTYTUAZOPRMMI-ZYQOOJPVSA-N
map01100	C01172	NBSCHQHZLSJFNQ-VFUOTHLCSA-N
map01100	C01176	DBPWSSGDRRHUNT-CEGNMAFCSA-N
map01100	C01177	INAPMGSXUVUWAF-UOTPTPDRSA-N
map01100	C01179	KKADPXVIOXHVKN-UHFFFAOYSA-N
map01100	C01180	SXFSQZDSUWACKX-UHFFFAOYSA-N
map01100	C01181	JHPNVNIEXXLNTR-UHFFFAOYSA-O
map01100	C01182	YAHZABJORDUQGO-NQXXGFSBSA-N
map01100	C01185	JOUIQRNQJGXQDC-ZYUZMQFOSA-O
map01100	C01186	NGDLSXMSQYUVSJ-WHFBIAKZSA-N
map01100	C01187	KYQCXUMVJGMDNG-SHUUEZRQSA-N
map01100	C01189	IZVFFXVYBHFIHY-SKCNUYALSA-N
map01100	C01190	
map01100	C01194	
map01100	C01197	QAIPRVGONGVQAS-DUXPYHPUSA-N
map01100	C01198	CJBDUOMQLFKVQC-UHFFFAOYSA-N
map01100	C01204	IMQLKJBTEOYOSI-GPIVLXJGSA-N
map01100	C01205	QCHPKSFMDHPSNR-GSVOUGTGSA-N
map01100	C01209	
map01100	C01211	
map01100	C01212	NTMMCWJNQNKACG-KBKUWGQMSA-N
map01100	C01213	MZFOKIKEPGUZEN-AGCMQPJKSA-N
map01100	C01216	WPAMZTWLKIDIOP-NQXXGFSBSA-N
map01100	C01217	SCBIBGUJSMHIAI-LHIIQLEZSA-N
map01100	C01218	ZKUSPPOKDDRMIU-JJYYJPOSSA-N
map01100	C01219	PUBYMNIINUUJLL-JPHISPRKSA-N
map01100	C01220	PELZSPZCXGTUMR-RTPHHQFDSA-N
map01100	C01221	DCRWHJGCOKPJBN-TWBNDLJKSA-N
map01100	C01222	PNHLMHWWFOPQLK-BKUUWRAGSA-N
map01100	C01226	PMTMAFAPLCGXGK-JMTMCXQRSA-N
map01100	C01227	FMGSKLZLMKYGDP-USOAJAOKSA-N
map01100	C01228	BUFLLCUFNHESEH-UUOKFMHZSA-N
map01100	C01231	RWHOZGRAXYWRNX-VFUOTHLCSA-N
map01100	C01233	JZNWSCPGTDBMEW-RXMQYKEDSA-N
map01100	C01234	PAJPWUMXBYXFCZ-UHFFFAOYSA-N
map01100	C01235	VCWMRQDBPZKXKG-DXNLKLAMSA-N
map01100	C01236	IJOJIVNDFQSGAB-SQOUGZDYSA-N
map01100	C01241	
map01100	C01242	
map01100	C01243	MMWCIQZXVOZEGG-MLQGYMEPSA-N
map01100	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map01100	C01246	AGLXCEGQRIYVRV-DVDHLLHCSA-N
map01100	C01250	BCPSFKBPHHBDAI-LURJTMIESA-N
map01100	C01251	XKJVEVRQMLKSMO-SSDOTTSWSA-N
map01100	C01252	CAOVWYZQMPNAFJ-UHFFFAOYSA-N
map01100	C01259	ZRJHLGYVUCPZNH-YUMQZZPRSA-O
map01100	C01260	YOAHKNVSNCMZGQ-XPWFQUROSA-N
map01100	C01261	OLGWXCQXRSSQPO-MHARETSRSA-N
map01100	C01262	MYYIAHXIVFADCU-QMMMGPOBSA-N
map01100	C01264	
map01100	C01267	YCFFMSOLUMRAMD-UHFFFAOYSA-N
map01100	C01268	LZEXYCAGPMYXLX-UMMCILCDSA-N
map01100	C01269	QUTYKIXIUDQOLK-PRJMDXOYSA-N
map01100	C01271	
map01100	C01272	CIPFCGZLFXVXBG-CNWJWELYSA-N
map01100	C01273	RDRDHXDYMGUCKE-AFDHTILLSA-N
map01100	C01274	RMPHWTMYCVTPKB-ZQPYBXQSSA-N
map01100	C01277	
map01100	C01278	DHCUIDTZCMREHG-UHFFFAOYNA-N
map01100	C01279	VUTBELPREDJDDH-UHFFFAOYSA-N
map01100	C01284	CTPQAXVNYGZUAJ-KXXVROSKSA-N
map01100	C01286	OVPRPPOVAXRCED-NQXXGFSBSA-N
map01100	C01290	
map01100	C01297	UMLOUOBDBGOHHR-UHFFFAOYSA-N
map01100	C01300	CQQNNQTXUGLUEV-UHFFFAOYSA-N
map01100	C01301	USFJGINJGUIFSY-XZULNKEGSA-N
map01100	C01302	QKMBYNRMPRKVTO-MNOVXSKESA-N
map01100	C01304	OCLCLRXKNJCOJD-UMMCILCDSA-N
map01100	C01312	KAQKFAOMNZTLHT-OZUDYXHBSA-N
map01100	C01326	LELOWRISYMNNSU-UHFFFAOYSA-N
map01100	C01346	QHWZTVCCBMIIKE-SHYZEUOFSA-N
map01100	C01352	YPZRHBJKEMOYQH-UYBVJOGSSA-N
map01100	C01367	LNQVTSROQXJCDD-KQYNXXCUSA-N
map01100	C01368	FOGRQMPFHUHIGU-XVFCMESISA-N
map01100	C01380	LYCAIKOWRPUZTN-UHFFFAOYSA-N
map01100	C01384	VZCYOOQTPOCHFL-UPHRSURJSA-N
map01100	C01401	QNAYBMKLOCPYGJ-UHFFFAOYNA-N
map01100	C01407	UHOVQNZJYSORNB-UHFFFAOYSA-N
map01100	C01412	ZTQSAGDEMFDKMZ-UHFFFAOYSA-N
map01100	C01414	ZJMVJDFTNPZVMB-QOCMWZQCNA-N
map01100	C01416	ZPUCINDJVBIVPJ-LJISPDSOSA-N
map01100	C01417	XLJMAIOERFSOGZ-UHFFFAOYSA-N
map01100	C01419	ZUKPVRWZDMRIEO-VKHMYHEASA-N
map01100	C01433	AMBQHHVBBHTQBF-UOUCRYGSSA-N
map01100	C01438	VNWKTOKETHGBQD-UHFFFAOYSA-N
map01100	C01444	SOWBFZRMHSNYGE-UHFFFAOYSA-N
map01100	C01454	LPNBBFKOUUSUDB-UHFFFAOYSA-N
map01100	C01455	YXFVVABEGXRONW-UHFFFAOYSA-N
map01100	C01457	WBPYTXDJUQJLPQ-VMXQISHHSA-N
map01100	C01468	IWDCLRJOBJJRNH-UHFFFAOYSA-N
map01100	C01477	KZNIFHPLKGYRTM-UHFFFAOYSA-N
map01100	C01487	WQZGKKKJIJFFOK-IVMDWMLBSA-N
map01100	C01490	
map01100	C01494	KSEBMYQBYZTDHS-HWKANZROSA-N
map01100	C01500	GLZPCOQZEFWAFX-JXMROGBWSA-N
map01100	C01514	IQPNAANSBPBGFQ-UHFFFAOYSA-N
map01100	C01516	BQJCRHHNABKAKU-KBQPJGBKSA-N
map01100	C01528	SPVXKVOXSXTJOY-UHFFFAOYSA-N
map01100	C01530	QIQXTHQIDYTFRH-UHFFFAOYSA-N
map01100	C01542	QWVGKYWNOKOFNN-UHFFFAOYSA-N
map01100	C01546	SMNDYUVBFMFKNZ-UHFFFAOYSA-N
map01100	C01561	JWUBBDSIWDLEOM-DTOXIADCSA-N
map01100	C01563	KXDHJXZQYSOELW-UHFFFAOYSA-N
map01100	C01571	GHVNFZFCNZKVNT-UHFFFAOYSA-N
map01100	C01575	KWGRBVOPPLSCSI-WPRPVWTQSA-N
map01100	C01594	QLTCHMYAEJEXBT-ZEBDFXRSSA-N
map01100	C01595	OYHQOLUKZRVURQ-HZJYTTRNSA-N
map01100	C01596	FSQQTNAZHBEJLS-UPHRSURJSA-N
map01100	C01598	DRLFMBDRBRZALE-UHFFFAOYSA-N
map01100	C01606	XNGIFLGASWRNHJ-UHFFFAOYSA-N
map01100	C01610	RXWNCPJZOCPEPQ-NVWDDTSBSA-N
map01100	C01613	UQZIYBXSHAGNOE-XNSRJBNMSA-N
map01100	C01617	CXQWRCVTCMQVQX-LSDHHAIUSA-N
map01100	C01620	JPIJQSOTBSSVTP-STHAYSLISA-N
map01100	C01623	SYVORCSTSYHSPN-UXAZDEAISA-N
map01100	C01626	CXBGOBGJHGGWIE-ACSXSLCXSA-N
map01100	C01667	
map01100	C01672	VHRGRCVQAFMJIZ-UHFFFAOYSA-N
map01100	C01673	GMRQFYUYWCNGIN-NKMMMXOESA-N
map01100	C01674	CDOJPCSDOXYJJF-CBTAGEKQSA-N
map01100	C01678	UFULAYFCSOUIOV-UHFFFAOYSA-N
map01100	C01682	LMKYZBGVKHTLTN-NKWVEPMBSA-N
map01100	C01693	VJNCICVKUHKIIV-LURJTMIESA-N
map01100	C01694	DNVPQKQSNYMLRS-APGDWVJJSA-N
map01100	C01697	FBPFZTCFMRRESA-GUCUJZIJSA-N
map01100	C01708	
map01100	C01717	HCZHHEIFKROPDY-UHFFFAOYSA-N
map01100	C01720	NBFWIISVIFCMDK-RSJOWCBRSA-N
map01100	C01721	QZNPNKJXABGCRC-LFRDXLMFSA-N
map01100	C01724	CAHGCLMLTWQZNJ-BQNIITSRSA-N
map01100	C01726	GSDBGCKBBJVPNC-SCSAIBSYSA-N
map01100	C01732	HNEGQIOMVPPMNR-NSCUHMNNSA-N
map01100	C01735	PFBSOANQDDTNGJ-YNHQPCIGSA-N
map01100	C01739	NMMOYDKOFASOBV-HKHZIIAMSA-N
map01100	C01744	NMHMNPHRMNGLLB-UHFFFAOYSA-N
map01100	C01748	YNCMLFHHXWETLD-UHFFFAOYSA-N
map01100	C01753	KZJWDPNRJALLNS-VJSFXXLFSA-N
map01100	C01762	UBORTCNDUKBEOP-UUOKFMHZSA-N
map01100	C01768	
map01100	C01772	PMOWTIHVNWZYFI-AATRIKPKSA-N
map01100	C01780	PQSUYGKTWSAVDQ-ZVIOFETBSA-N
map01100	C01788	JHEDABDMLBOYRG-YGBYUOMUSA-N
map01100	C01789	SGNBVLSWZMBQTH-PODYLUTMSA-N
map01100	C01794	ZKWNOTQHFKYUNU-JGCIYWTLSA-N
map01100	C01801	PDWIQYODPROSQH-PYHARJCCSA-N
map01100	C01802	AVSXSVCZWQODGV-DPAQBDIFSA-N
map01100	C01825	WQZGKKKJIJFFOK-DHVFOXMCSA-N
map01100	C01829	XUIIKFGFIJCVMT-LBPRGKRZSA-N
map01100	C01832	YMCXGHLSVALICC-GMHMEAMDSA-N
map01100	C01841	YGIVIHRLDOVJLL-DPORPMIOSA-N
map01100	C01845	KFZMGEQAYNKOFK-UHFFFAOYSA-N
map01100	C01847	YTNIXZGTHTVJBW-SCRDCRAPSA-N
map01100	C01850	DOUMFZQKYFQNTF-WUTVXBCWSA-N
map01100	C01851	STECJAGHUSJQJN-MSIGHWPWSA-N
map01100	C01852	CSKKDSFETGLMSB-NRZPKYKESA-N
map01100	C01861	KRURGYOKPVLRHQ-UHFFFAOYSA-L
map01100	C01879	ODHCTXKNWHHXJC-VKHMYHEASA-N
map01100	C01885	
map01100	C01888	BCDGQXUMWHRQCB-UHFFFAOYSA-N
map01100	C01898	FYGDTMLNYKFZSV-ZWSAEMDYSA-N
map01100	C01902	ONQRKEUAIJMULO-YBXTVTTCSA-N
map01100	C01904	HEBKCHPVOIAQTA-QWWZWVQMSA-N
map01100	C01909	AUTOLBMXDDTRRT-UHFFFAOYNA-N
map01100	C01912	ULGZDMOVFRHVEP-RWJQBGPGSA-N
map01100	C01921	RFDAIACWWDREDC-FRVQLJSFSA-N
map01100	C01929	VYOIELONWKIZJS-YFKPBYRVSA-N
map01100	C01934	NBFWIISVIFCMDK-QMKXCQHVSA-N
map01100	C01935	FYGDTMLNYKFZSV-DZOUCCHMSA-N
map01100	C01941	CTNZOGJNVIFEBA-UPSUJEDGSA-N
map01100	C01943	MMNYKQIDRZNIKT-VSADUBDNSA-N
map01100	C01944	KQMZYOXOBSXMII-CECATXLMSA-N
map01100	C01946	RZPAKFUAFGMUPI-QESOVKLGSA-N
map01100	C01953	ORNBQBCIOKFOEO-QGVNFLHTSA-N
map01100	C01962	XBKONSCREBSMCS-REOHCLBHSA-N
map01100	C01987	CDAWCLOXVUBKRW-UHFFFAOYSA-N
map01100	C02004	YONHOSLUBQJXPR-KCQAQPDRSA-N
map01100	C02034	VNCQCPQAMDQEBY-YCXUMCKNSA-N
map01100	C02035	OXFPYCSNYOFUCH-KQBHUUJHSA-N
map01100	C02046	RKUNBYITZUJHSG-FXUDXRNXSA-N
map01100	C02050	YECLLIMZHNYFCK-RRNJGNTNSA-N
map01100	C02051	
map01100	C02059	MBWXNTAXLNYFJB-LKUDQCMENA-N
